"ensembl_gene_id"	"external_gene_name"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"mmusculus_homolog_perc_id"	"mmusculus_homolog_perc_id_r1"	"mmusculus_homolog_orthology_confidence"	"mmusculus_homolog_goc_score"	"Mean"
"45887"	"ENSG00000122778"	"KIAA1549"	"ENSMUSG00000063455"	"D630045J12Rik"	72.359	72.732	1	100	72.5455
"27443"	"ENSG00000047621"	"C12orf4"	"ENSMUSG00000030347"	"D6Wsu163e"	94.2029	94.2029	1	100	94.2029
"68878"	"ENSG00000154493"	"C10orf90"	"ENSMUSG00000030994"	"D7Ertd443e"	66.5236	67.2938	1	100	66.9087
"34597"	"ENSG00000104979"	"C19orf53"	"ENSMUSG00000019362"	"D8Ertd738e"	75.7576	79.7872	1	100	77.7724
"68073"	"ENSG00000185306"	"C12orf56"	"ENSMUSG00000047642"	"D930020B18Rik"	74.9196	74.4409	1	100	74.68025
"59301"	"ENSG00000100592"	"DAAM1"	"ENSMUSG00000034574"	"Daam1"	96.9388	97.0288	1	100	96.9838
"50166"	"ENSG00000146122"	"DAAM2"	"ENSMUSG00000040260"	"Daam2"	91.4794	87.6233	1	75	89.55135
"7694"	"ENSG00000173406"	"DAB1"	"ENSMUSG00000028519"	"Dab1"	96.2162	96.2162	1	75	96.2162
"29878"	"ENSG00000153071"	"DAB2"	"ENSMUSG00000022150"	"Dab2"	83.5065	83.9426	1	75	83.72455
"14243"	"ENSG00000136848"	"DAB2IP"	"ENSMUSG00000026883"	"Dab2ip"	96.1131	91.5055	1	100	93.8093
"45389"	"ENSG00000276644"	"DACH1"	"ENSMUSG00000055639"	"Dach1"	96.1756	90.4128	1	100	93.2942
"7053"	"ENSG00000126733"	"DACH2"	"ENSMUSG00000025592"	"Dach2"	93.4892	88.3281	1	100	90.90865
"56360"	"ENSG00000165617"	"DACT1"	"ENSMUSG00000044548"	"Dact1"	80.622	82.6994	1	100	81.6607
"48904"	"ENSG00000164488"	"DACT2"	"ENSMUSG00000048826"	"Dact2"	55.4264	56.6711	1	75	56.04875
"21595"	"ENSG00000197380"	"DACT3"	"ENSMUSG00000078794"	"Dact3"	86.0095	88.6885	1	100	87.349
"64546"	"ENSG00000129562"	"DAD1"	"ENSMUSG00000022174"	"Dad1"	100	100	1	100	100
"64189"	"ENSG00000173402"	"DAG1"	"ENSMUSG00000039952"	"Dag1"	93.1844	93.3931	1	75	93.28875
"40817"	"ENSG00000134780"	"DAGLA"	"ENSMUSG00000035735"	"Dagla"	97.3129	97.1264	1	100	97.21965
"21098"	"ENSG00000164535"	"DAGLB"	"ENSMUSG00000039206"	"Daglb"	78.7202	79.0732	1	100	78.8967
"32750"	"ENSG00000178149"	"DALRD3"	"ENSMUSG00000019039"	"Dalrd3"	77.5322	78.2528	1	100	77.8925
"46201"	"ENSG00000179284"	"DAND5"	"ENSMUSG00000053226"	"Dand5"	58.7302	60	1	75	59.3651
"6164"	"ENSG00000110887"	"DAO"	"ENSMUSG00000042096"	"Dao"	80.4035	80.8696	1	100	80.63655
"68607"	"ENSG00000132676"	"DAP3"	"ENSMUSG00000068921"	"Dap3"	80.402	80.8081	1	50	80.60505
"14856"	"ENSG00000196730"	"DAPK1"	"ENSMUSG00000021559"	"Dapk1"	95.1049	95.1049	1	50	95.1049
"17489"	"ENSG00000035664"	"DAPK2"	"ENSMUSG00000032380"	"Dapk2"	62.7049	82.7027	1	100	72.7038
"45034"	"ENSG00000167657"	"DAPK3"	"ENSMUSG00000034974"	"Dapk3"	83.4802	84.5982	1	100	84.0392
"41909"	"ENSG00000163331"	"DAPL1"	"ENSMUSG00000026989"	"Dapl1"	78.5047	78.5047	1	100	78.5047
"48895"	"ENSG00000070190"	"DAPP1"	"ENSMUSG00000028159"	"Dapp1"	93.2143	93.2143	1	100	93.2143
"43120"	"ENSG00000115866"	"DARS"	"ENSMUSG00000026356"	"Dars"	96.008	96.008	1	100	96.008
"6957"	"ENSG00000117593"	"DARS2"	"ENSMUSG00000026709"	"Dars2"	85.4264	84.3798	1	100	84.9031
"30202"	"ENSG00000204209"	"DAXX"	"ENSMUSG00000002307"	"Daxx"	71.3513	71.3513	1	75	71.3513
"26442"	"ENSG00000071626"	"DAZAP1"	"ENSMUSG00000069565"	"Dazap1"	98.2801	98.5222	1	100	98.40115
"36493"	"ENSG00000183283"	"DAZAP2"	"ENSMUSG00000000346"	"Dazap2"	52.657	64.881	1	100	58.769
"63487"	"ENSG00000092345"	"DAZL"	"ENSMUSG00000010592"	"Dazl"	82.2222	86.9128	1	75	84.5675
"60609"	"ENSG00000006634"	"DBF4"	"ENSMUSG00000002297"	"Dbf4"	66.6172	67.7225	1	100	67.16985
"42869"	"ENSG00000123454"	"DBH"	"ENSMUSG00000000889"	"Dbh"	79.5786	78.9389	1	100	79.25875
"38048"	"ENSG00000155368"	"DBI"	"ENSMUSG00000026385"	"Dbi"	46.6216	51.1111	0	100	48.86635
"29464"	"ENSG00000113758"	"DBN1"	"ENSMUSG00000034675"	"Dbn1"	89.0648	87.6771	1	100	88.37095
"60928"	"ENSG00000003249"	"DBNDD1"	"ENSMUSG00000031970"	"Dbndd1"	44.964	64.433	0	75	54.6985
"58569"	"ENSG00000244274"	"DBNDD2"	"ENSMUSG00000017734"	"Dbndd2"	51.711	86.076	1	100	68.8935
"35625"	"ENSG00000136279"	"DBNL"	"ENSMUSG00000020476"	"Dbnl"	82.9157	83.4862	1	100	83.20095
"26075"	"ENSG00000105516"	"DBP"	"ENSMUSG00000059824"	"Dbp"	92.6154	92.6154	1	100	92.6154
"15656"	"ENSG00000138231"	"DBR1"	"ENSMUSG00000032469"	"Dbr1"	86.2132	85.2727	1	100	85.74295
"67881"	"ENSG00000137992"	"DBT"	"ENSMUSG00000000340"	"Dbt"	87.7593	87.7593	1	100	87.7593
"53934"	"ENSG00000109851"	"DBX1"	"ENSMUSG00000030507"	"Dbx1"	87.7551	89.8507	1	100	88.8029
"34393"	"ENSG00000185610"	"DBX2"	"ENSMUSG00000045608"	"Dbx2"	70.7965	63.6605	1	100	67.2285
"29394"	"ENSG00000145041"	"DCAF1"	"ENSMUSG00000040325"	"Dcaf1"	91.7717	97.463	1	75	94.61735
"53251"	"ENSG00000122741"	"DCAF10"	"ENSMUSG00000035572"	"Dcaf10"	88.9088	87.8092	1	100	88.359
"43541"	"ENSG00000100897"	"DCAF11"	"ENSMUSG00000022214"	"Dcaf11"	93.4066	92.8962	1	100	93.1514
"36865"	"ENSG00000198876"	"DCAF12"	"ENSMUSG00000028436"	"Dcaf12"	98.234	98.234	1	100	98.234
"39607"	"ENSG00000198354"	"DCAF12L2"	"ENSMUSG00000050926"	"Dcaf12l2"	82.2894	81.2367	1	75	81.76305
"21204"	"ENSG00000164934"	"DCAF13"	"ENSMUSG00000022300"	"Dcaf13"	69.3467	93.0337	1	75	81.1902
"36685"	"ENSG00000132017"	"DCAF15"	"ENSMUSG00000037103"	"Dcaf15"	90.6667	85.2665	1	100	87.9666
"66912"	"ENSG00000115827"	"DCAF17"	"ENSMUSG00000041966"	"Dcaf17"	90.3846	90.5588	1	100	90.4717
"36269"	"ENSG00000119599"	"DCAF4"	"ENSMUSG00000021222"	"Dcaf4"	80.8081	77.0713	1	100	78.9397
"23507"	"ENSG00000139990"	"DCAF5"	"ENSMUSG00000049106"	"Dcaf5"	91.0828	90.6977	1	100	90.89025
"69017"	"ENSG00000143164"	"DCAF6"	"ENSMUSG00000026571"	"Dcaf6"	80.2313	87.1005	1	100	83.6659
"26062"	"ENSG00000136485"	"DCAF7"	"ENSMUSG00000049354"	"Dcaf7"	100	100	1	100	100
"12726"	"ENSG00000132716"	"DCAF8"	"ENSMUSG00000026554"	"Dcaf8"	95.6449	96.6159	1	75	96.1304
"50101"	"ENSG00000172992"	"DCAKD"	"ENSMUSG00000020935"	"Dcakd"	90.9091	90.9091	1	100	90.9091
"39027"	"ENSG00000164465"	"DCBLD1"	"ENSMUSG00000019891"	"Dcbld1"	49.9072	53.4791	0	75	51.69315
"31115"	"ENSG00000057019"	"DCBLD2"	"ENSMUSG00000035107"	"Dcbld2"	84.129	84.7854	1	100	84.4572
"52857"	"ENSG00000187323"	"DCC"	"ENSMUSG00000060534"	"Dcc"	96.4755	96.4755	1	100	96.4755
"24867"	"ENSG00000146038"	"DCDC2"	"ENSMUSG00000035910"	"Dcdc2a"	82.7731	82.9474	1	100	82.86025
"15419"	"ENSG00000222046"	"DCDC2B"	"ENSMUSG00000078552"	"Dcdc2b"	60.4585	73.5192	1	100	66.98885
"59125"	"ENSG00000214866"	"DCDC2C"	"ENSMUSG00000020633"	"Dcdc2c"	31.3187	63.6871	0	100	47.5029
"50489"	"ENSG00000166341"	"DCHS1"	"ENSMUSG00000036862"	"Dchs1"	92.5106	92.7074	1	100	92.609
"26416"	"ENSG00000197410"	"DCHS2"	"ENSMUSG00000102692"	"Dchs2"	74.0433	74.5965	1	100	74.3199
"31177"	"ENSG00000156136"	"DCK"	"ENSMUSG00000029366"	"Dck"	92.6923	92.6923	1	100	92.6923
"25230"	"ENSG00000133083"	"DCLK1"	"ENSMUSG00000027797"	"Dclk1"	98.3784	96.2963	1	75	97.33735
"58310"	"ENSG00000170390"	"DCLK2"	"ENSMUSG00000028078"	"Dclk2"	91.1877	94.4444	1	25	92.81605
"41135"	"ENSG00000163673"	"DCLK3"	"ENSMUSG00000032500"	"Dclk3"	72.0679	59.1139	1	100	65.5909
"64697"	"ENSG00000198924"	"DCLRE1A"	"ENSMUSG00000025077"	"Dclre1a"	63.0769	62.6552	1	100	62.86605
"47858"	"ENSG00000118655"	"DCLRE1B"	"ENSMUSG00000027845"	"Dclre1b"	77.6316	76.3401	1	100	76.98585
"52957"	"ENSG00000152457"	"DCLRE1C"	"ENSMUSG00000026648"	"Dclre1c"	79.1908	77.7305	1	100	78.46065
"7482"	"ENSG00000011465"	"DCN"	"ENSMUSG00000019929"	"Dcn"	80.5014	81.6384	1	75	81.0699
"39248"	"ENSG00000272886"	"DCP1A"	"ENSMUSG00000021962"	"Dcp1a"	89.0034	86.0465	1	100	87.52495
"23949"	"ENSG00000151065"	"DCP1B"	"ENSMUSG00000041477"	"Dcp1b"	62.0746	66.263	1	50	64.1688
"27501"	"ENSG00000172795"	"DCP2"	"ENSMUSG00000024472"	"Dcp2"	92.619	92.1801	1	50	92.39955
"53370"	"ENSG00000110063"	"DCPS"	"ENSMUSG00000032040"	"Dcps"	89.3175	89.0533	1	100	89.1854
"68453"	"ENSG00000163357"	"DCST1"	"ENSMUSG00000042672"	"Dcst1"	71.3881	68.8525	1	100	70.1203
"68134"	"ENSG00000163354"	"DCST2"	"ENSMUSG00000109293"	"Dcst2"	65.9767	72.7532	1	100	69.36495
"24691"	"ENSG00000164935"	"DCSTAMP"	"ENSMUSG00000022303"	"Dcstamp"	74.2553	74.2553	1	75	74.2553
"20894"	"ENSG00000080166"	"DCT"	"ENSMUSG00000022129"	"Dct"	78.0797	83.3656	1	100	80.72265
"51125"	"ENSG00000129187"	"DCTD"	"ENSMUSG00000031562"	"Dctd"	88.3598	90.7609	1	100	89.56035
"51615"	"ENSG00000204843"	"DCTN1"	"ENSMUSG00000031865"	"Dctn1"	97.1049	96.8774	1	75	96.99115
"41253"	"ENSG00000175203"	"DCTN2"	"ENSMUSG00000025410"	"Dctn2"	94.5813	95.5224	1	100	95.05185
"47726"	"ENSG00000137100"	"DCTN3"	"ENSMUSG00000028447"	"Dctn3"	94.086	94.086	1	100	94.086
"51368"	"ENSG00000132912"	"DCTN4"	"ENSMUSG00000024603"	"Dctn4"	94.8608	96.3043	1	75	95.58255
"12680"	"ENSG00000166847"	"DCTN5"	"ENSMUSG00000030868"	"Dctn5"	99.4505	99.4505	1	100	99.4505
"41091"	"ENSG00000104671"	"DCTN6"	"ENSMUSG00000031516"	"Dctn6"	83.1579	81.0256	1	100	82.09175
"48859"	"ENSG00000179958"	"DCTPP1"	"ENSMUSG00000042462"	"Dctpp1"	75.2941	75.2941	1	100	75.2941
"26140"	"ENSG00000043093"	"DCUN1D1"	"ENSMUSG00000027708"	"Dcun1d1"	99.2278	99.2278	1	75	99.2278
"34368"	"ENSG00000150401"	"DCUN1D2"	"ENSMUSG00000038506"	"Dcun1d2"	91.1197	91.1197	1	100	91.1197
"42871"	"ENSG00000188215"	"DCUN1D3"	"ENSMUSG00000048787"	"Dcun1d3"	97.6974	97.6974	1	100	97.6974
"67300"	"ENSG00000109184"	"DCUN1D4"	"ENSMUSG00000051674"	"Dcun1d4"	81.8452	89.8693	1	100	85.85725
"37474"	"ENSG00000137692"	"DCUN1D5"	"ENSMUSG00000032002"	"Dcun1d5"	96.6245	96.6245	1	100	96.6245
"6396"	"ENSG00000077279"	"DCX"	"ENSMUSG00000031285"	"Dcx"	99.4536	99.4536	1	100	99.4536
"64531"	"ENSG00000169738"	"DCXR"	"ENSMUSG00000039450"	"Dcxr"	84.4262	84.4262	1	100	84.4262
"63089"	"ENSG00000130311"	"DDA1"	"ENSMUSG00000074247"	"Dda1"	98.0392	98.0392	1	100	98.0392
"44543"	"ENSG00000153904"	"DDAH1"	"ENSMUSG00000028194"	"Ddah1"	93.6842	93.6842	1	100	93.6842
"37065"	"ENSG00000213722"	"DDAH2"	"ENSMUSG00000007039"	"Ddah2"	97.193	97.193	1	75	97.193
"15952"	"ENSG00000167986"	"DDB1"	"ENSMUSG00000024740"	"Ddb1"	99.6491	99.6491	1	100	99.6491
"43202"	"ENSG00000134574"	"DDB2"	"ENSMUSG00000002109"	"Ddb2"	78.2201	77.3148	1	100	77.76745
"19549"	"ENSG00000132437"	"DDC"	"ENSMUSG00000020182"	"Ddc"	88.9583	88.9583	1	100	88.9583
"42623"	"ENSG00000100523"	"DDHD1"	"ENSMUSG00000037697"	"Ddhd1"	88.3333	86.6013	1	100	87.4673
"51566"	"ENSG00000085788"	"DDHD2"	"ENSMUSG00000061313"	"Ddhd2"	88.8889	90.4149	1	100	89.6519
"56932"	"ENSG00000170967"	"DDI1"	"ENSMUSG00000047619"	"Ddi1"	81.3131	78.9216	1	75	80.11735
"22968"	"ENSG00000165490"	"DDIAS"	"ENSMUSG00000030641"	"Ddias"	48.8978	54.2825	0	100	51.59015
"41534"	"ENSG00000175197"	"DDIT3"	"ENSMUSG00000025408"	"Ddit3"	77.6042	88.6905	1	75	83.14735
"56138"	"ENSG00000168209"	"DDIT4"	"ENSMUSG00000020108"	"Ddit4"	90.9483	92.1397	1	100	91.544
"50951"	"ENSG00000145358"	"DDIT4L"	"ENSMUSG00000046818"	"Ddit4l"	92.7461	92.7461	1	100	92.7461
"66500"	"ENSG00000181418"	"DDN"	"ENSMUSG00000059213"	"Ddn"	77.2152	77.3239	1	100	77.26955
"31743"	"ENSG00000203797"	"DDO"	"ENSMUSG00000063428"	"Ddo"	74.2547	80.3519	1	100	77.3033
"19589"	"ENSG00000244038"	"DDOST"	"ENSMUSG00000028757"	"Ddost"	91.886	95.0113	1	100	93.44865
"37484"	"ENSG00000204580"	"DDR1"	"ENSMUSG00000003534"	"Ddr1"	93.0359	93.8529	1	100	93.4444
"58294"	"ENSG00000162733"	"DDR2"	"ENSMUSG00000026674"	"Ddr2"	95.9064	96.0187	1	100	95.96255
"30942"	"ENSG00000198171"	"DDRGK1"	"ENSMUSG00000068290"	"Ddrgk1"	84.3949	84.127	1	100	84.26095
"28845"	"ENSG00000099974"	"DDTL"	"ENSMUSG00000001666"	"Ddt"	52.2388	59.322	1	75	55.7804
"62825"	"ENSG00000079785"	"DDX1"	"ENSMUSG00000037149"	"Ddx1"	97.5676	97.5676	1	100	97.5676
"26090"	"ENSG00000178105"	"DDX10"	"ENSMUSG00000053289"	"Ddx10"	85.0286	85.0286	1	100	85.0286
"37996"	"ENSG00000013573"	"DDX11"	"ENSMUSG00000035842"	"Ddx11"	67.2165	74.0909	1	0	70.6537
"15521"	"ENSG00000100201"	"DDX17"	"ENSMUSG00000055065"	"Ddx17"	88.0985	98.773	1	100	93.43575
"35628"	"ENSG00000088205"	"DDX18"	"ENSMUSG00000001674"	"Ddx18"	85.8209	87.1212	1	100	86.47105
"68324"	"ENSG00000168872"	"DDX19A"	"ENSMUSG00000015023"	"Ddx19a"	97.4895	97.4895	1	100	97.4895
"68046"	"ENSG00000157349"	"DDX19B"	"ENSMUSG00000033658"	"Ddx19b"	93.3884	91.498	1	100	92.4432
"5981"	"ENSG00000064703"	"DDX20"	"ENSMUSG00000027905"	"Ddx20"	82.6456	82.5455	1	100	82.59555
"41640"	"ENSG00000165732"	"DDX21"	"ENSMUSG00000020075"	"Ddx21"	81.8646	75.3232	1	100	78.5939
"6291"	"ENSG00000174243"	"DDX23"	"ENSMUSG00000003360"	"Ddx23"	98.4146	98.5348	1	100	98.4747
"39901"	"ENSG00000089737"	"DDX24"	"ENSMUSG00000041645"	"Ddx24"	78.2305	74.4186	1	75	76.32455
"41571"	"ENSG00000109832"	"DDX25"	"ENSMUSG00000032101"	"Ddx25"	93.1677	92.9752	1	100	93.07145
"34276"	"ENSG00000124228"	"DDX27"	"ENSMUSG00000017999"	"Ddx27"	88.5678	92.7632	1	100	90.6655
"56303"	"ENSG00000182810"	"DDX28"	"ENSMUSG00000045538"	"Ddx28"	80.5556	80.5556	1	100	80.5556
"40479"	"ENSG00000125485"	"DDX31"	"ENSMUSG00000026806"	"Ddx31"	64.0423	79.3304	1	100	71.68635
"17268"	"ENSG00000123136"	"DDX39A"	"ENSMUSG00000005481"	"Ddx39"	97.1897	97.1897	1	75	97.1897
"26658"	"ENSG00000198563"	"DDX39B"	"ENSMUSG00000019432"	"Ddx39b"	99.2991	99.2991	1	25	99.2991
"40027"	"ENSG00000215301"	"DDX3X"	"ENSMUSG00000000787"	"Ddx3x"	98.6405	98.6405	1	100	98.6405
"20186"	"ENSG00000067048"	"DDX3Y"	"ENSMUSG00000069045"	"Ddx3y"	88.7879	89.0578	0	50	88.92285
"17293"	"ENSG00000152670"	"DDX4"	"ENSMUSG00000021758"	"Ddx4"	88.8122	88.3242	1	100	88.5682
"35673"	"ENSG00000183258"	"DDX41"	"ENSMUSG00000021494"	"Ddx41"	98.8746	98.8746	1	100	98.8746
"29349"	"ENSG00000198231"	"DDX42"	"ENSMUSG00000020705"	"Ddx42"	95.4158	96.3401	1	100	95.87795
"22448"	"ENSG00000145833"	"DDX46"	"ENSMUSG00000021500"	"Ddx46"	98.9341	98.9341	1	75	98.9341
"56143"	"ENSG00000213782"	"DDX47"	"ENSMUSG00000030204"	"Ddx47"	95.8242	95.8242	1	100	95.8242
"15513"	"ENSG00000105671"	"DDX49"	"ENSMUSG00000057788"	"Ddx49"	89.648	90.2083	1	75	89.92815
"20113"	"ENSG00000108654"	"DDX5"	"ENSMUSG00000020719"	"Ddx5"	97.0684	96.9106	1	100	96.9895
"39454"	"ENSG00000107625"	"DDX50"	"ENSMUSG00000020076"	"Ddx50"	95.5224	95.9128	1	100	95.7176
"65725"	"ENSG00000185163"	"DDX51"	"ENSMUSG00000029504"	"Ddx51"	73.4234	76.5258	1	100	74.9746
"63136"	"ENSG00000278053"	"DDX52"	"ENSMUSG00000020677"	"Ddx52"	87.6461	87.7926	1	75	87.71935
"56617"	"ENSG00000123064"	"DDX54"	"ENSMUSG00000029599"	"Ddx54"	83.9002	84.6682	1	100	84.2842
"7939"	"ENSG00000111364"	"DDX55"	"ENSMUSG00000029389"	"Ddx55"	91.1667	91.1667	1	100	91.1667
"30026"	"ENSG00000136271"	"DDX56"	"ENSMUSG00000004393"	"Ddx56"	90.6764	90.8425	1	100	90.75945
"64461"	"ENSG00000107201"	"DDX58"	"ENSMUSG00000040296"	"Ddx58"	77.0811	76.9978	1	100	77.03945
"41958"	"ENSG00000118197"	"DDX59"	"ENSMUSG00000026404"	"Ddx59"	84.0065	84.0065	1	100	84.0065
"51735"	"ENSG00000110367"	"DDX6"	"ENSMUSG00000032097"	"Ddx6"	97.3085	97.3085	1	100	97.3085
"51961"	"ENSG00000137628"	"DDX60"	"ENSMUSG00000037921"	"Ddx60"	74.8248	74.9123	1	100	74.86855
"47515"	"ENSG00000177030"	"DEAF1"	"ENSMUSG00000058886"	"Deaf1"	93.4513	93.2862	1	75	93.36875
"36311"	"ENSG00000104325"	"DECR1"	"ENSMUSG00000028223"	"Decr1"	82.3881	82.3881	1	100	82.3881
"63435"	"ENSG00000242612"	"DECR2"	"ENSMUSG00000036775"	"Decr2"	82.1918	82.1918	1	100	82.1918
"5825"	"ENSG00000158796"	"DEDD"	"ENSMUSG00000013973"	"Dedd"	89.9425	98.4277	1	100	94.1851
"38934"	"ENSG00000160570"	"DEDD2"	"ENSMUSG00000054499"	"Dedd2"	92.9448	91.8182	1	100	92.3815
"44244"	"ENSG00000023892"	"DEF6"	"ENSMUSG00000002257"	"Def6"	92.393	92.5397	1	100	92.46635
"58173"	"ENSG00000140995"	"DEF8"	"ENSMUSG00000001482"	"Def8"	83.0078	90.0424	1	100	86.5251
"27922"	"ENSG00000164816"	"DEFA5"	"ENSMUSG00000074439"	"Defa5"	36.1702	36.5591	0	50	36.36465
"15493"	"ENSG00000214642"	"DEFB113"	"ENSMUSG00000073735"	"Defb18"	53.6585	51.7647	1	75	52.7116
"65077"	"ENSG00000185982"	"DEFB128"	"ENSMUSG00000049560"	"Defb20"	50.5376	48.9583	0	75	49.74795
"67665"	"ENSG00000131068"	"DEFB118"	"ENSMUSG00000056544"	"Defb21"	27.6423	34	0	100	30.82115
"65085"	"ENSG00000125903"	"DEFB129"	"ENSMUSG00000074681"	"Defb23"	43.1694	47.5904	0	75	45.3799
"67392"	"ENSG00000180383"	"DEFB124"	"ENSMUSG00000074678"	"Defb25"	64.7887	64.7887	1	100	64.7887
"64861"	"ENSG00000178591"	"DEFB125"	"ENSMUSG00000074680"	"Defb26"	30.7692	25.8065	0	50	28.28785
"12923"	"ENSG00000215547"	"DEFB115"	"ENSMUSG00000074679"	"Defb28"	48.8636	48.3146	0	50	48.5891
"67718"	"ENSG00000215545"	"DEFB116"	"ENSMUSG00000044249"	"Defb29"	43.1373	56.4103	0	75	49.7738
"26785"	"ENSG00000205883"	"DEFB135"	"ENSMUSG00000075571"	"Defb30"	46.7532	48	0	75	47.3766
"12774"	"ENSG00000180424"	"DEFB123"	"ENSMUSG00000044863"	"Defb36"	76.1194	76.1194	1	100	76.1194
"17709"	"ENSG00000203970"	"DEFB110"	"ENSMUSG00000067773"	"Defb41"	67.1642	69.2308	1	100	68.1975
"26781"	"ENSG00000205884"	"DEFB136"	"ENSMUSG00000054763"	"Defb42"	50	52	1	75	51
"66831"	"ENSG00000143753"	"DEGS1"	"ENSMUSG00000038633"	"Degs1"	85.4489	85.4489	1	50	85.4489
"56728"	"ENSG00000168350"	"DEGS2"	"ENSMUSG00000021263"	"Degs2"	86.3777	86.3777	1	100	86.3777
"15202"	"ENSG00000124795"	"DEK"	"ENSMUSG00000021377"	"Dek"	89.6	88.4211	1	100	89.01055
"18800"	"ENSG00000081791"	"DELE1"	"ENSMUSG00000024442"	"Dele1"	73.2039	73.9216	1	100	73.56275
"33264"	"ENSG00000119522"	"DENND1A"	"ENSMUSG00000035392"	"Dennd1a"	88.5035	87.8937	1	100	88.1986
"38192"	"ENSG00000213047"	"DENND1B"	"ENSMUSG00000056268"	"Dennd1b"	83.871	84.8564	1	100	84.3637
"29305"	"ENSG00000205744"	"DENND1C"	"ENSMUSG00000002668"	"Dennd1c"	69.0387	70.3562	1	100	69.69745
"56513"	"ENSG00000146966"	"DENND2A"	"ENSMUSG00000038456"	"Dennd2a"	82.557	83.3	1	100	82.9285
"53508"	"ENSG00000175984"	"DENND2C"	"ENSMUSG00000007379"	"Dennd2c"	83.0819	83.8043	1	100	83.4431
"65831"	"ENSG00000162777"	"DENND2D"	"ENSMUSG00000027901"	"Dennd2d"	90.8705	89.916	1	75	90.39325
"30689"	"ENSG00000105339"	"DENND3"	"ENSMUSG00000036661"	"Dennd3"	77.856	78.1005	1	100	77.97825
"60972"	"ENSG00000174485"	"DENND4A"	"ENSMUSG00000053641"	"Dennd4a"	90.3987	92.1883	1	100	91.2935
"48909"	"ENSG00000198837"	"DENND4B"	"ENSMUSG00000042404"	"Dennd4b"	93.6497	92.7815	1	100	93.2156
"22163"	"ENSG00000137145"	"DENND4C"	"ENSMUSG00000038024"	"Dennd4c"	84.7804	87.0934	1	100	85.9369
"27328"	"ENSG00000184014"	"DENND5A"	"ENSMUSG00000035901"	"Dennd5a"	97.7467	97.7467	1	100	97.7467
"43485"	"ENSG00000170456"	"DENND5B"	"ENSMUSG00000030313"	"Dennd5b"	90.5271	93.0141	1	75	91.7706
"15609"	"ENSG00000174839"	"DENND6A"	"ENSMUSG00000040818"	"Dennd6a"	94.9013	95.3719	1	75	95.1366
"48779"	"ENSG00000205593"	"DENND6B"	"ENSMUSG00000015377"	"Dennd6b"	91.2821	91.2821	1	100	91.2821
"7158"	"ENSG00000139726"	"DENR"	"ENSMUSG00000023106"	"Denr"	94.9495	94.9495	1	100	94.9495
"45471"	"ENSG00000024526"	"DEPDC1"	"ENSMUSG00000028175"	"Depdc1a"	82.3674	82.8784	1	100	82.6229
"48361"	"ENSG00000035499"	"DEPDC1B"	"ENSMUSG00000021697"	"Depdc1b"	93.9509	93.9509	1	100	93.9509
"53727"	"ENSG00000100150"	"DEPDC5"	"ENSMUSG00000037426"	"Depdc5"	94.136	94.846	1	100	94.491
"27433"	"ENSG00000121690"	"DEPDC7"	"ENSMUSG00000027173"	"Depdc7"	87.0842	87.0842	1	100	87.0842
"54251"	"ENSG00000165507"	"DEPP1"	"ENSMUSG00000048489"	"Depp1"	58.0189	60	1	75	59.00945
"61682"	"ENSG00000155792"	"DEPTOR"	"ENSMUSG00000022419"	"Deptor"	95.8435	95.8435	1	100	95.8435
"45332"	"ENSG00000023697"	"DERA"	"ENSMUSG00000030225"	"Dera"	91.8239	91.8239	1	100	91.8239
"32305"	"ENSG00000136986"	"DERL1"	"ENSMUSG00000022365"	"Derl1"	97.6096	97.6096	1	100	97.6096
"14715"	"ENSG00000072849"	"DERL2"	"ENSMUSG00000018442"	"Derl2"	98.7448	98.7448	1	100	98.7448
"22862"	"ENSG00000099958"	"DERL3"	"ENSMUSG00000009092"	"Derl3"	79.9163	83.7719	1	100	81.8441
"5869"	"ENSG00000175084"	"DES"	"ENSMUSG00000026208"	"Des"	97.4468	97.6546	1	100	97.5507
"43793"	"ENSG00000100418"	"DESI1"	"ENSMUSG00000022472"	"Desi1"	97.0238	97.0238	1	50	97.0238
"7884"	"ENSG00000121644"	"DESI2"	"ENSMUSG00000026502"	"Desi2"	96.9072	96.9072	1	100	96.9072
"22090"	"ENSG00000140543"	"DET1"	"ENSMUSG00000030610"	"Det1"	97.5045	99.4545	1	75	98.4795
"63816"	"ENSG00000165325"	"DEUP1"	"ENSMUSG00000039977"	"Deup1"	68.2119	81.2623	1	100	74.7371
"6384"	"ENSG00000182108"	"DEXI"	"ENSMUSG00000038055"	"Dexi"	94.7368	94.7368	1	100	94.7368
"8290"	"ENSG00000160049"	"DFFA"	"ENSMUSG00000028974"	"Dffa"	76.1329	76.1329	1	100	76.1329
"58071"	"ENSG00000169598"	"DFFB"	"ENSMUSG00000029027"	"Dffb"	71.2707	75	1	100	73.13535
"47654"	"ENSG00000185000"	"DGAT1"	"ENSMUSG00000022555"	"Dgat1"	86.4754	84.739	1	100	85.6072
"28759"	"ENSG00000062282"	"DGAT2"	"ENSMUSG00000030747"	"Dgat2"	95.1031	95.1031	1	100	95.1031
"55410"	"ENSG00000184210"	"DGAT2L6"	"ENSMUSG00000067597"	"Dgat2l6"	72.1068	72.1068	1	100	72.1068
